id,full_name,state,name,y,x,category,description
90,Coeur d'Alene, ID,Lordship Church,47.68264,-116.778342,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
91,Clackamas, OR,National Prayer Network,45.393211,-122.57783,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
92,Los Angeles, CA,Official Street Preachers,33.703692,-118.668176,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
93,Harrison, AR,Official Street Preachers,36.205615,-93.159356,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
94,Austin, TX,Power of Prophecy,30.098659,-97.938383,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
95,Newmanstown, PA,Reformation-Bible Puritan-Baptist Church Vatican Assassins,40.33789,-76.227786,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
96,Fouke, AR,Tony Alamo Christian Ministries,33.253458,-93.895555,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
97,Fort Smith, AR,Tony Alamo Christian Ministries,35.263506,-94.43559,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
98,Canyon Country, CA,Tony Alamo Christian Ministries,34.415807,-118.476159,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
99,Santa Clarita, CA,Tony Alamo Christian Ministries,34.340498,-118.613192,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
100,New York, NY,Tony Alamo Christian Ministries,40.496044,-74.255735,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
101,Fouke, AR,Tony Alamo Christian Ministries,33.253458,-93.895555,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
102,Fort Smith, AR,Tony Alamo Christian Ministries,35.263506,-94.43559,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
103,Canyon Country, CA,Tony Alamo Christian Ministries,34.415807,-118.476159,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
104,Santa Clarita, CA,Tony Alamo Christian Ministries,34.340498,-118.613192,Christian Identity,"Christian Identity groups fuse racist ideology with Christian theology, depicting the white race as the true 'chosen people', Jews as descended from Satan and non-whites as having no souls. The movement believes that non-whites will be enslaved in a Kingdom of Heaven established on Earth by Jesus Christ."
